"OpenCRVS_ID","Type","English_name","Bengali_name","Bureau_of_Statistics_ID","Map_data_exists","OISF_A2I_Reference","Rural_or_Urban","Estimated_Male_Population","Estimated_Female_Population","Estimated_number_of_male_children_aged_10_years","Estimated_number_of_female_children_aged_10_years","Estimated_number_of_male_children_aged_9_years","Estimated_number_of_female_children_aged_9_years","Estimated_number_of_male_children_aged_8_years","Estimated_number_of_female_children_aged_8_years","Estimated_number_of_male_children_aged_7_years","Estimated_number_of_female_children_aged_7_years","Estimated_number_of_male_children_aged_6_years","Estimated_number_of_female_children_aged_6_years","Estimated_number_of_male_children_aged_5_years","Estimated_number_of_female_children_aged_5_years","Estimated_number_of_male_children_aged_4_years","Estimated_number_of_female_children_aged_4_years","Estimated_number_of_male_children_aged_3_years","Estimated_number_of_female_children_aged_3_years","Estimated_number_of_male_children_aged_2_years","Estimated_number_of_female_children_aged_2_years","Estimated_number_of_male_children_aged_1_years","Estimated_number_of_female_children_aged_1_years","Estimated_number_of_male_children_aged_under_6_months","Estimated_number_of_female_children_aged_under_6_months"
"02d687a5-d3af-4cc0-9e6a-43a5af8de3af","Thana","SABUJBAGH","সবুজবাগ","161",false,"division=3&district=18&thana=161","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7518d93c-f46b-4f41-8fdc-80bff260990d","Thana","RUPNAGAR","","162",false,"division=3&district=18&thana=162","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"898adb65-4c27-4fb9-83f9-b936681c837a","Thana","SAVAR","সাভার","163",false,"division=3&district=18&thana=163","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44a97f71-e238-4805-ad7b-4354eba38a23","Thana","SHAHJAHANPUR","","164",false,"division=3&district=18&thana=164","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fb17e4dd-1cf7-49d4-a38d-ceb98dbbd5b9","Thana","SHAH ALI","শাহ্‌ আলী","165",false,"division=3&district=18&thana=165","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7db823e6-9477-4f7a-a008-a37ae8f6ea63","Thana","SHAHBAGH","শাহবাগ","166",false,"division=3&district=18&thana=166","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d58ad946-dff6-49be-9a23-535361b1e1ed","Thana","SHYAMPUR","শ্যামপুর","167",false,"division=3&district=18&thana=167","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b0aba616-0e78-4d8b-97a1-91078b245b19","Thana","SHER-E-BANGLA NAGAR","শের-ই-বাংলা নগর","168",false,"division=3&district=18&thana=168","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da1b80ae-db8d-4994-a5bc-957f9d2a4d34","Thana","SUTRAPUR","সুত্রাপুর","169",false,"division=3&district=18&thana=169","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1efdbccb-4ce2-42ac-ac27-5f27e3f633a5","Thana","TEJGAON","তেজগাঁও","170",false,"division=3&district=18&thana=170","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817499be-1655-41a3-8726-b82d8c8e6b8e","Thana","TEJGAON IND. AREA","তেজগাঁও শিল্প এলাকা","171",false,"division=3&district=18&thana=171","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877fa05a-f93a-4c60-a273-ad668659daca","Thana","TURAG","তুরাগ","172",false,"division=3&district=18&thana=172","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2248bec3-5263-4c61-9bf6-a4293f76ca21","Thana","UTTARA  PASCHIM","উত্তরা","173",false,"division=3&district=18&thana=173","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99e5d227-933d-4f69-b8ac-e68884bf81fb","Thana","UTTARA  PURBA","","174",false,"division=3&district=18&thana=174","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26dce83e-21ca-467e-a6ae-cf2514947535","Thana","UTTAR KHAN","উত্তর খান","175",false,"division=3&district=18&thana=175","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fbd61f94-5cd3-4c7f-be0c-6c91a3fb45ca","Thana","WARI","","176",false,"division=3&district=18&thana=176","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7d4f36d-a55d-4d54-bc57-fd9a7c1cafa3","Thana","ALFADANGA","আল্‌ফাডাঙ্গা","190",false,"division=3&district=19&thana=190","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72447d6f-221a-48c7-bbbe-5fd542be7df4","Thana","BHANGA","ভাংগা","191",false,"division=3&district=19&thana=191","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7ca6c9a7-f909-4b7f-9308-792a8644bc0e","Thana","BOALMARI","বোয়ালমারী","192",false,"division=3&district=19&thana=192","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd854419-8ce2-4cf5-864d-aafa41fd9cc8","Thana","CHAR BHADRASAN","চর ভদ্রাশন","193",false,"division=3&district=19&thana=193","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a9a8a77-2112-4c05-b5e0-635d3d580127","Thana","FARIDPUR SADAR","ফরিদপুর সদর","194",false,"division=3&district=19&thana=194","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a0a4c27-50f6-4f9b-82a0-44dd1651a75e","Thana","MADHUKHALI","মধুখালী","195",false,"division=3&district=19&thana=195","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f891909c-4749-4348-a3d8-03ed068a356e","Thana","NAGARKANDA","নগরকান্দা","196",false,"division=3&district=19&thana=196","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cd7ab50f-9dab-448e-889e-4f0a4c9a7a6e","Thana","SADARPUR","সদরপুর","197",false,"division=3&district=19&thana=197","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb9fd28d-e0d9-4122-b552-88ead94ebfa0","Thana","SALTHA","সালথা","198",false,"division=3&district=19&thana=198","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
