statisticalID,name,partOf,code,physicalType,district,state
c8plHLiVx2g,Kamuchanga District Hospital,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
v9P9j0os6HU,Kamuchanga Hospital Affiliated Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
EpOzx5ReMlz,Kamuchanga Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
mCSWif8agNO,Kansuswa Rural Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
eSTS40WmQsm,Kawama West Rural Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
eIdr2lM9uwq,Luansobe Rural Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
Oi5cSSzZs06,Malcolm Watson Hospital,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
U4j7Vp1chHU,Malcolm Watson Hospital Affiliated Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
lK3CYYflJQ0,Minambe Health Post,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
yMVJJtbqtyS,Mokambo Rural Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
X8HgA5EqfjR,Mufulira Clinic 1 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
MUKmWOc1KW4,Mufulira Clinic 2 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
jyqXZKwQBZZ,Mufulira Clinic 3 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
Zc2KtTGTKQx,Mufulira Clinic 4 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
bogwN2NBezM,Mufulira Clinic 5 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
n99YzhKykqz,Mufulira Clinic 6 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
p120QR29LZS,Mufulira Clinic 7 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
OW88QoNEiWz,Mufulira Clinic 8 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
mqIDfA4BYq0,Mufulira Clinic 9 Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
VPTKnQWBanz,Mufulira Prisons Health Post,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
E1v0ysa5RNA,Mufulira Teachers Training College Health Post,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
eQLhw75HRhB,Mufulira West Health Post,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
k85SZxKiTaN,Mupambe Health Post,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
FDICXUFpZ6R,Mupena Health Post,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
tDMMdM2CQf6,Murundu Rural Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
SMQN1DqiYl4,Mutundu Rural Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
atxBpiMXK3w,Ronald Ross Hospital,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
Tf6EW0sOWJb,Ronald Ross Hospital Affiliated Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
YjtCTmvgDPl,Taung-Up Clinic,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
zPQrMjV2nlA,Triple S (CHAI) Health Post,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
W0Sv4GoQQlc,Twatasha Urban Health Centre,Location/bhNMagz9WhD,HEALTH_FACILITY,Building,Mufulira District,Copperbelt Province
Me0ZPMA7wvc,21 Miles Health Post (Ndola),Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
IAWEwxGrcHM,21 Miles Heath Post,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
U85dtVEd75c,Arthur Davison Hospital,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
ozPn8YZgyLv,Arthur Davison Hospital Affiliated Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
nxn3kzWTlCY,Bank of Zambia Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
zTufwncP8kZ,Chichetekelo Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
uP6tR4t9Hap,Chilanga Cement Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
fZhnYlJBbwt,CHINAN Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
EQL5P5JyGpj,Chipokota Mayamba Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
ZwVit2NTALy,Commando Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
MmJhENJ2jsY,Daghamskhoeld Health Post,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
KqhxM8K0QnM,Dola Hill Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
CCbpXiclRqh,Hillcrest Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
ii7s79MXt7X,Hilltop Hospital,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
dryCxwaqZfP,Indeni Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
Tr6MJNpZPbf,Itawa Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
fDZnwvGYDdB,Jabulani Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
j57ACSx987C,Kabushi Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
iLBvUHz95Ob,Kalewa Barracks Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
K3guXcgc4Fa,Kaloko Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
q0NU5ZzJi3V,Kamensopanshi Health Post,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
OmuZAbZci8C,Kaniki Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
jdk7WO5dvQa,Kansheshi Prison Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
p6vOCKP1aT2,Katondo Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
eQ6waRkKPDj,Kavu Urban Health Centre (St Dominics Hospital),Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
uactqCEwaoj,Kawama (Ndola) Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
iuZGoEGlozV,Kopa Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
o50wkLNR15X,Lubuto Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
zq2lrV6S4eo,Madando Health Post,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
W5csdelMury,Mahatma Gandhi Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
mqGVNIDuaYw,Masala Main Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
YgW7SiJDq3t,Masala New Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
W5AgtN79uny,Mery Berg Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
Yy1FLtdONEi,Miramar Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
qYSZ1eYBThN,Misaka Health Post (Ndola),Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
LBw0WSM7P9V,Mpendwa Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
mHUhKmOuP0y,Mushili Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
agMt1bXC7Cb,Nalwange Family Clinic,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
t085Aq59Ico,Ndeke Urban Health Centre (Ndola),Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
KoJXIXFMXxF,Ndola Central Hospital,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
lxVmBPAa7hI,Ndola Central Hospital Affiliated Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
fWdyrZ8tAHp,Ndola GirClinic,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
pmtbhAgdVxx,Ndola Lime Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
RTXSjtWwJkM,Nkhwazi Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
xA8EyydbYzL,Nortec Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
zcQssrCbUCn,Northern Brewe Ries Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
yfjxbyxoOdH,Northern Command Military Hospital,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
OJjDHxlrEab,Peter Singogo PoliUrban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
nxlCnxYauzF,Railway Surgery Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
PZ5rG5QROfK,Roma Health Post,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
DtaFfnX2thq,Sathya Sai Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
RJnQWlh35Bh,Satyam Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
WhixTESBtQA,TDRC Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
fi5ol4VwGMc,Telnor Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
Pt7Qa9HPYNi,Tug-Argan Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
jn7cdfVaafY,Twapia Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
dyFBjqtVz0n,VILLA Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
Kn7MhWfHA7y,Zambia Sugar Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
pWaZE3DOs56,Zesco Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
CEv7p9i4TQe,ZFDS Medical Centre Urban Health Centre,Location/G2nVDIpA0mE,HEALTH_FACILITY,Building,Ndola District,Copperbelt Province
sBDT0IlHEjL,Bwanunkha Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
OsaUQ6EWLIY,Chadiza District Hospital,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
XtxZIINjQCr,Chadiza Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
Lvzf69VJFam,Chamandala Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
JDZxINo98Cy,Chanida Border Health post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
RTEBlhxIyLR,Chanida Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
sd4Xsgqzqcl,Chanjowe Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
yCR2mWD7CvM,Chilenga Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
atQKbji3a3Z,John Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
FBw2A9rBl8k,Kabvumo Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
KcvtjI3v1JZ,Kapirimphika Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
yYiVRzreLab,Madzaela Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
K7EHFK9TwdB,Miti Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
hSvjeUVgrel,Mkumbuzi Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
klfs1JcS8XN,Mtaya Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
OZ90KyjaQSj,Naviruli Health post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
uiYSXACVVWV,Nsadzu Mental Rehabilitation Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
p2iJUMT7oLv,Nsadzu Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
f2kigqk6UZI,Sinalo Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
JiXhobaBUX8,Tafelansoni Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
zrl4ULqcHUB,Zemba Rural Health Centre,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
jlSgxEyJMn1,Zingalume Health Post,Location/Vra182PfVXT,HEALTH_FACILITY,Building,Chadiza District,Eastern Province
SAwt0myKF8O,Chakoloma Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
rZ0YVW1kbt7,Chamoto Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
bcCi3ZJv4MG,Champhande Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
YdYtnkJocqF,Chanyumbu Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
CCYRw0hfh27,Chikando Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
mrjztWBALRD,Chikungu Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
op5SPlW42Rk,Chinjala Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
wYGrNKB4v7N,Chinunda Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
qzQ6FRdYTHn,Chinyaku Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
Bm1akWJ0LgB,Chipangali Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
QIiX7lxfUJz,Chiparamba Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
s8ESdlaODHN,Chipata Central Hospital,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
DdmbNjda84Y,Chipata District Hospital,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
NabH09CP3xz,Chipata Hospital Affiliated Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
itXU6IHgwhT,Chipungo Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
XPVfzAeXnbT,Chiswa Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
RsPDXJwUbEb,Chiwoko Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
me8PlZmU991,Chizenje Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
ngAfWBvVA91,Dambe Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
xm3oOwmrI9F,Dwankhozi Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
bAYRy7WZfJj,Eastern Command Military Clinic,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
tD5l8PycWKQ,Feni Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
Jj59Gta1CRl,Gondar Urban Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
pQ8SluoUMXP,Jerusalem Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
MJBCBGiaO2T,Kadama Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
LIXNAavCCDd,Kamulaza Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
eNyr2kyvvde,Kapara Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
LZhL4neRqq6,Kapata Urban Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
U80S2RNlCl9,Kasenengwa Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
IS3IZj1NxjM,Kasenga Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
obwvZRZad1j,Katambo Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
apD3EBl4p2p,Katandala Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
mBHZPBeB02L,Katondo Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
mqj0Y8J6zZb,Kayeka Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
UmdTODOxfGJ,Kwenje Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
jJDgh9TPe3u,Lunkwakwa Urban Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
W9JJms3Uj2L,Madziatuwa Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
NQTyjrof3iO,Madzimawe Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
GFJ77yJWiNj,Madzimoyo Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
fJbUv1IlbgU,Mafuta Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
GK7jZ2N31fJ,Magwe Ro Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
wdX7RQPCIHd,Makungwa Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
EfjOb0WZDmG,Makwe Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
GvTtgKi0MFC,Mbenjele Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
Qy6IB6nsPJ4,Mchini Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
OtkiL5956yX,Mkanda Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
QwZDXVTmfcw,Mlanga Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
czIemlT2x6Q,Mnduwi Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
YyEYUwT9aPn,Mnoro Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
iSaM1vd427f,Mnukwa Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
mXXoc9XL1Ht,Msekera Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
FoQJlEYVBGW,Mshawa Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
xtZhz07IRR5,Muzeyi Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
wOE4Bj9snU2,Mwami Hospital Affiliated Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
OmKYFWdIJDu,Mwami Mission Hospital,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
vTbYnLyxnRH,Mwasauka Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
foSW4qBoRcL,Mwita Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
BMug5gzJGGQ,Namseche Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
ZbFnA6E66MP,Rukuzye Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
XtPhsBaxFKk,Samuel Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
zSFYmSeXpf5,St Benedict Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
ZJjzVoQB5AL,Tamanda Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
bSfTp2QXVAi,Vizenge Rural Health Centre,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
oLq5O1UHIh4,Walela Health Post,Location/bPggpIUH2Bw,HEALTH_FACILITY,Building,Chipata District,Eastern Province
n9uOArX3mop,Chibolya Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
iZCm7iK0wy9,Chimtende Rural Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
J4Z1UM6N57v,Chindwale Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
X3PZPk7eYG2,Chinkhombe Rural Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
oVjhVa8Q0Ds,Kafumbwe Rural Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
vqSNdfWGlpn,Kafunkha Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
FFiBj4e8U5j,Kagoro Rural Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
XQ44IEXAQmx,Kakula Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
FX7PeWORrdX,Kalimeta Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
NNUxQlPTWvw,Kamiza Rural Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
oTguYFn6zsU,Kamphambe Rural Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
F7wbiMvnF4U,Katete Boma Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
Es86OdpWSIN,Katiula Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
qShS1v3qI5H,Kawaza Rural Health Center,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
PlEmusk02I2,Kwenje Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
SvuZmkgNQhk,Lukweta Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
dPd5SifMgWc,Lunga Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
Z7YP7rFaNsW,Lupande Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
otJ4KzWtoTD,Lupando Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
rFrS9FObX9O,Magobo Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
D8z0DTu3EWc,Makwenda Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
wAf1EVnLRpV,Matunga Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
TIT33UeXdqK,Mbinga Health Post,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
uIwkXhqOPd0,Mindola Rural Health Centre,Location/Y5Qs8ZnXPo7,HEALTH_FACILITY,Building,Katete District,Eastern Province
